participant_id	rtt-sum_corr	rtt-sum_incorr	rtt-sum_RT
sub-pp004	1.0	0.0	3049.2000000001863
sub-pp004	1.0	0.0	2581.0
sub-pp004	1.0	0.0	1623.5
sub-pp004	1.0	0.0	1862.8999999994408
sub-pp004	1.0	0.0	2926.0999999996275
sub-pp004	1.0	0.0	1849.1000000005588
sub-pp004	1.0	0.0	3826.7999999998137
sub-pp004	1.0	0.0	2584.5
sub-pp004	1.0	0.0	5633.200000000186
sub-pp004	1.0	0.0	4597.799999999814
sub-pp004	1.0	0.0	1965.5
sub-pp004	1.0	0.0	1563.9000000003723
sub-pp004	1.0	0.0	2316.5
sub-pp004	1.0	0.0	1816.2000000001865
sub-pp004	1.0	0.0	2143.0
sub-pp004	1.0	0.0	2512.4000000003725
sub-pp004	1.0	0.0	2460.7999999998137
sub-pp004	1.0	0.0	1533.5999999996277
sub-pp004	1.0	0.0	2047.2999999998133
sub-pp004	1.0	0.0	3071.0
sub-pp004	1.0	0.0	3598.4000000003725
sub-pp004	1.0	0.0	3099.7999999998137
sub-pp004	1.0	0.0	2557.399999999441
sub-pp004	1.0	0.0	2808.4000000003725
sub-pp004	1.0	0.0	1990.2000000001865
sub-pp004	1.0	0.0	2737.4000000003725
sub-pp004	0.0	1.0	6122.5
sub-pp004	1.0	0.0	2692.9000000003725
sub-pp004	1.0	0.0	10060.799999999814
