participant_id	finger-tapping_taps	finger-tapping_corr	finger-tapping_RT	trial_type
sub-pp004	1.0	0.0	212.0	dominant1
sub-pp004	2.0	0.0	358.0	dominant1
sub-pp004	3.0	0.0	500.0	dominant1
sub-pp004	4.0	0.0	640.0	dominant1
sub-pp004	5.0	0.0	815.0	dominant1
sub-pp004	6.0	0.0	961.0	dominant1
sub-pp004	7.0	0.0	1114.0	dominant1
sub-pp004	8.0	0.0	1263.0	dominant1
sub-pp004	9.0	0.0	1408.0	dominant1
sub-pp004	10.0	0.0	1550.0	dominant1
sub-pp004	11.0	0.0	1719.0	dominant1
sub-pp004	12.0	0.0	1909.0	dominant1
sub-pp004	13.0	0.0	2070.0	dominant1
sub-pp004	14.0	0.0	2222.0	dominant1
sub-pp004	15.0	0.0	2394.0	dominant1
sub-pp004	16.0	0.0	2546.0	dominant1
sub-pp004	17.0	0.0	2684.0	dominant1
sub-pp004	18.0	0.0	2860.0	dominant1
sub-pp004	19.0	0.0	3015.0	dominant1
sub-pp004	20.0	0.0	3165.0	dominant1
sub-pp004	21.0	0.0	3328.0	dominant1
sub-pp004	22.0	0.0	3484.0	dominant1
sub-pp004	23.0	0.0	3645.0	dominant1
sub-pp004	24.0	0.0	3812.0	dominant1
sub-pp004	25.0	0.0	3974.0	dominant1
sub-pp004	26.0	0.0	4156.0	dominant1
sub-pp004	27.0	0.0	4317.0	dominant1
sub-pp004	28.0	0.0	4491.0	dominant1
sub-pp004	29.0	0.0	4670.0	dominant1
sub-pp004	30.0	0.0	4836.0	dominant1
sub-pp004	31.0	0.0	5012.0	dominant1
sub-pp004	32.0	0.0	5174.0	dominant1
sub-pp004	33.0	0.0	5341.0	dominant1
sub-pp004	34.0	0.0	5510.0	dominant1
sub-pp004	35.0	0.0	5687.0	dominant1
sub-pp004	36.0	0.0	5853.0	dominant1
sub-pp004	37.0	0.0	6012.0	dominant1
sub-pp004	38.0	0.0	6191.0	dominant1
sub-pp004	39.0	0.0	6360.0	dominant1
sub-pp004	40.0	0.0	6529.0	dominant1
sub-pp004	41.0	0.0	6713.0	dominant1
sub-pp004	42.0	0.0	6873.0	dominant1
sub-pp004	43.0	0.0	7052.0	dominant1
sub-pp004	44.0	0.0	7231.0	dominant1
sub-pp004	45.0	0.0	7403.0	dominant1
sub-pp004	46.0	0.0	7575.0	dominant1
sub-pp004	47.0	0.0	7762.0	dominant1
sub-pp004	48.0	0.0	7938.0	dominant1
sub-pp004	49.0	0.0	8110.0	dominant1
sub-pp004	50.0	0.0	8299.0	dominant1
sub-pp004	51.0	0.0	8494.0	dominant1
sub-pp004	52.0	0.0	8675.0	dominant1
sub-pp004	53.0	0.0	8837.0	dominant1
sub-pp004	54.0	0.0	9011.0	dominant1
sub-pp004	55.0	0.0	9187.0	dominant1
sub-pp004	56.0	0.0	9362.0	dominant1
sub-pp004	57.0	0.0	9525.0	dominant1
sub-pp004	58.0	0.0	9715.0	dominant1
sub-pp004	59.0	0.0	9892.0	dominant1
