onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	Japanese	aliceloc
12.0	12.0	fix	n/a	French	Japanese	aliceloc
24.0	18.1440305657597	degraded	aliceloc_nebula101/French/degraded/10_degraded.wav	French	Japanese	aliceloc
42.1440305657597	18.005987294556704	foreign	aliceloc_nebula101/Japanese/foreign/11_intact.wav	French	Japanese	aliceloc
60.1500178603164	17.980334776530093	intact	aliceloc_nebula101/French/intact/1_intact.wav	French	Japanese	aliceloc
78.1303526368465	18.005817546712905	foreignDegraded	aliceloc_nebula101/Japanese/foreignDegraded/16_degraded.wav	French	Japanese	aliceloc
96.1361701835594	18.006091898976607	foreignDegraded	aliceloc_nebula101/Japanese/foreignDegraded/18_degraded.wav	French	Japanese	aliceloc
114.142262082536	18.00598271882299	intact	aliceloc_nebula101/French/intact/21_intact.wav	French	Japanese	aliceloc
132.148244801359	18.00596122029299	foreign	aliceloc_nebula101/Japanese/foreign/7_intact.wav	French	Japanese	aliceloc
150.154206021652	17.845793978348013	degraded	aliceloc_nebula101/French/degraded/8_degraded.wav	French	Japanese	aliceloc
168.0	12.0	fix	n/a	French	Japanese	aliceloc
180.0	18.144433086395992	degraded	aliceloc_nebula101/French/degraded/18_degraded.wav	French	Japanese	aliceloc
198.144433086396	18.005959861446	foreign	aliceloc_nebula101/Japanese/foreign/19_intact.wav	French	Japanese	aliceloc
216.150392947842	17.980184804426017	intact	aliceloc_nebula101/French/intact/7_intact.wav	French	Japanese	aliceloc
234.130577752268	18.006024447502995	foreignDegraded	aliceloc_nebula101/Japanese/foreignDegraded/2_degraded.wav	French	Japanese	aliceloc
252.136602199771	18.005966444558	foreignDegraded	aliceloc_nebula101/Japanese/foreignDegraded/22_degraded.wav	French	Japanese	aliceloc
270.142568644329	18.005985048981984	intact	aliceloc_nebula101/French/intact/13_intact.wav	French	Japanese	aliceloc
288.148553693311	18.005942964398002	foreign	aliceloc_nebula101/Japanese/foreign/17_intact.wav	French	Japanese	aliceloc
306.154496657709	17.84550334229101	degraded	aliceloc_nebula101/French/degraded/12_degraded.wav	French	Japanese	aliceloc
324.0	12.0	fix	n/a	French	Japanese	aliceloc
336.0	12.0	fix	n/a	French	Japanese	aliceloc
