onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	Japanese	aliceloc
12.0	12.0	fix	n/a	French	Japanese	aliceloc
24.0	18.1422925172337	degraded	aliceloc_nebula101/French/degraded/20_degraded.wav	French	Japanese	aliceloc
42.1422925172337	18.0059706460343	foreign	aliceloc_nebula101/Japanese/foreign/13_intact.wav	French	Japanese	aliceloc
60.148263163268	17.9801851529446	intact	aliceloc_nebula101/French/intact/11_intact.wav	French	Japanese	aliceloc
78.1284483162126	18.00598849455851	foreignDegraded	aliceloc_nebula101/Japanese/foreignDegraded/20_degraded.wav	French	Japanese	aliceloc
96.1344368107711	18.0059855717669	foreignDegraded	aliceloc_nebula101/Japanese/foreignDegraded/4_degraded.wav	French	Japanese	aliceloc
114.140422382538	18.005980394557994	intact	aliceloc_nebula101/French/intact/17_intact.wav	French	Japanese	aliceloc
132.146402777096	18.006003571772993	foreign	aliceloc_nebula101/Japanese/foreign/5_intact.wav	French	Japanese	aliceloc
150.152406348869	17.847593651131007	degraded	aliceloc_nebula101/French/degraded/24_degraded.wav	French	Japanese	aliceloc
168.0	12.0	fix	n/a	French	Japanese	aliceloc
180.0	18.142573253284013	degraded	aliceloc_nebula101/French/degraded/16_degraded.wav	French	Japanese	aliceloc
198.142573253284	18.006052068147994	foreign	aliceloc_nebula101/Japanese/foreign/15_intact.wav	French	Japanese	aliceloc
216.148625321432	17.980114856574005	intact	aliceloc_nebula101/French/intact/5_intact.wav	French	Japanese	aliceloc
234.128740178006	18.006007196028975	foreignDegraded	aliceloc_nebula101/Japanese/foreignDegraded/6_degraded.wav	French	Japanese	aliceloc
252.134747374035	18.005967529142026	foreignDegraded	aliceloc_nebula101/Japanese/foreignDegraded/24_degraded.wav	French	Japanese	aliceloc
270.140714903177	18.00593958571301	intact	aliceloc_nebula101/French/intact/9_intact.wav	French	Japanese	aliceloc
288.14665448889	18.005977846030987	foreign	aliceloc_nebula101/Japanese/foreign/9_intact.wav	French	Japanese	aliceloc
306.152632334921	17.84736766507899	degraded	aliceloc_nebula101/French/degraded/14_degraded.wav	French	Japanese	aliceloc
324.0	12.0	fix	n/a	French	Japanese	aliceloc
336.0	12.0	fix	n/a	French	Japanese	aliceloc
