participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp001	1.0	0.0	1461.800000000745	13
sub-pp001	1.0	0.0	1023.3000000007452	42
sub-pp001	1.0	0.0	923.0999999996276	64
sub-pp001	1.0	0.0	1460.4000000003723	75
sub-pp001	1.0	0.0	3234.89999999851	926
sub-pp001	1.0	0.0	3407.2999999988824	574
sub-pp001	1.0	0.0	4778.699999999255	9728
sub-pp001	1.0	0.0	5064.4000000003725	8694
sub-pp001	0.0	1.0	4091.0	34865
sub-pp001	0.0	1.0	4439.4000000003725	86451
