participant_id	brocanto_corr	brocanto_incorr	brocanto_RT	brocanto_block
sub-pp009	0.0	1.0	5109.599999999628	1.0
sub-pp009	0.0	1.0	3227.7999999998137	1.0
sub-pp009	1.0	0.0	1717.5	1.0
sub-pp009	0.0	1.0	2674.7999999998137	1.0
sub-pp009	0.0	1.0	4055.0	1.0
sub-pp009	0.0	1.0	1598.1000000005588	1.0
sub-pp009	0.0	1.0	5821.399999999441	1.0
sub-pp009	1.0	0.0	4669.399999999441	1.0
sub-pp009	1.0	0.0	3612.5	1.0
sub-pp009	1.0	0.0	2896.5	1.0
sub-pp009	1.0	0.0	3627.0	1.0
sub-pp009	1.0	0.0	1801.199999999255	1.0
sub-pp009	1.0	0.0	2104.4000000003725	1.0
sub-pp009	0.0	1.0	975.0999999996276	1.0
sub-pp009	0.0	1.0	1663.0999999996277	1.0
sub-pp009	0.0	1.0	3431.2999999998137	1.0
sub-pp009	0.0	1.0	3377.5999999996275	1.0
sub-pp009	0.0	1.0	2879.199999999255	1.0
sub-pp009	0.0	1.0	2183.2999999998137	1.0
sub-pp009	1.0	0.0	1065.0	1.0
sub-pp009	1.0	0.0	2941.4000000003725	1.0
sub-pp009	0.0	1.0	1307.7999999998135	1.0
sub-pp009	1.0	0.0	3754.899999999441	1.0
sub-pp009	1.0	0.0	1859.0	1.0
sub-pp009	1.0	0.0	1295.7000000001865	1.0
sub-pp009	1.0	0.0	4605.5	1.0
sub-pp009	1.0	0.0	1494.5	1.0
sub-pp009	1.0	0.0	2002.7999999998133	1.0
sub-pp009	1.0	0.0	3291.2999999998137	1.0
sub-pp009	0.0	1.0	3847.399999999441	1.0
sub-pp009	1.0	0.0	2515.5999999996275	1.0
sub-pp009	0.0	1.0	2097.300000000745	1.0
sub-pp009	1.0	0.0	2785.0999999996275	1.0
sub-pp009	1.0	0.0	2379.899999999441	1.0
sub-pp009	0.0	1.0	3966.599999999628	1.0
sub-pp009	1.0	0.0	1693.0	1.0
sub-pp009	0.0	1.0	2511.5	1.0
sub-pp009	1.0	0.0	2483.5	1.0
sub-pp009	1.0	0.0	1405.0999999996277	1.0
sub-pp009	1.0	0.0	1435.4000000003723	2.0
sub-pp009	0.0	1.0	1342.0	2.0
sub-pp009	1.0	0.0	1686.6000000005588	2.0
sub-pp009	0.0	1.0	1087.0	2.0
sub-pp009	1.0	0.0	3477.7999999998137	2.0
sub-pp009	1.0	0.0	2530.2999999998137	2.0
sub-pp009	0.0	1.0	1051.0	2.0
sub-pp009	1.0	0.0	2289.300000000745	2.0
sub-pp009	0.0	1.0	1464.0	2.0
sub-pp009	0.0	1.0	3256.2000000001863	2.0
sub-pp009	1.0	0.0	2216.0999999996275	2.0
sub-pp009	1.0	0.0	4141.200000000186	2.0
sub-pp009	0.0	1.0	1099.7999999998135	2.0
sub-pp009	1.0	0.0	1892.2999999998133	2.0
sub-pp009	0.0	1.0	1175.3999999994412	2.0
sub-pp009	1.0	0.0	2281.300000000745	2.0
sub-pp009	0.0	1.0	1374.7999999998135	2.0
sub-pp009	0.0	1.0	2266.2999999998137	2.0
sub-pp009	0.0	1.0	1178.8999999994412	2.0
sub-pp009	1.0	0.0	1223.1000000005588	2.0
sub-pp009	0.0	1.0	1522.0	2.0
sub-pp009	0.0	1.0	1383.4000000003723	2.0
sub-pp009	1.0	0.0	1825.4000000003723	2.0
sub-pp009	1.0	0.0	1739.8999999994412	2.0
sub-pp009	1.0	0.0	3466.5	2.0
sub-pp009	1.0	0.0	3022.2999999998137	2.0
sub-pp009	1.0	0.0	2356.600000000559	2.0
sub-pp009	1.0	0.0	1440.0	2.0
sub-pp009	1.0	0.0	1778.9000000003723	2.0
sub-pp009	1.0	0.0	2041.8999999994408	2.0
sub-pp009	1.0	0.0	1264.800000000745	2.0
sub-pp009	1.0	0.0	1204.2999999998135	2.0
sub-pp009	1.0	0.0	2295.2000000001863	2.0
sub-pp009	1.0	0.0	1901.7999999998133	2.0
sub-pp009	1.0	0.0	828.0	2.0
sub-pp009	0.0	1.0	2389.0	2.0
sub-pp009	1.0	0.0	1110.5999999996277	2.0
sub-pp009	0.0	1.0	2040.8999999994408	2.0
sub-pp009	1.0	0.0	1659.6000000005588	2.0
sub-pp009	1.0	0.0	1762.9000000003723	2.0
sub-pp009	0.0	1.0	2143.399999999441	3.0
sub-pp009	1.0	0.0	1198.3999999994412	3.0
sub-pp009	1.0	0.0	1446.2000000001865	3.0
sub-pp009	0.0	1.0	1052.0	3.0
sub-pp009	1.0	0.0	2453.4000000003725	3.0
sub-pp009	0.0	1.0	2438.5999999996275	3.0
sub-pp009	0.0	1.0	2233.100000000559	3.0
sub-pp009	1.0	0.0	3169.7999999998137	3.0
sub-pp009	0.0	1.0	2333.9000000003725	3.0
sub-pp009	0.0	1.0	1924.0	3.0
sub-pp009	1.0	0.0	1116.2999999998135	3.0
sub-pp009	1.0	0.0	1579.2000000001865	3.0
sub-pp009	1.0	0.0	1227.6000000005588	3.0
sub-pp009	1.0	0.0	1050.9000000003723	3.0
sub-pp009	0.0	1.0	1864.099999999628	3.0
sub-pp009	1.0	0.0	2494.0999999996275	3.0
sub-pp009	1.0	0.0	1739.9000000003723	3.0
sub-pp009	1.0	0.0	2585.399999999441	3.0
sub-pp009	0.0	1.0	2541.2000000001863	3.0
sub-pp009	1.0	0.0	1527.4000000003723	3.0
sub-pp009	1.0	0.0	1061.7999999998135	3.0
sub-pp009	1.0	0.0	2070.100000000559	3.0
sub-pp009	0.0	1.0	1624.8999999994412	3.0
sub-pp009	0.0	1.0	1031.699999999255	3.0
sub-pp009	0.0	1.0	2096.0999999996275	3.0
sub-pp009	1.0	0.0	1733.4000000003723	3.0
sub-pp009	0.0	1.0	2404.9000000003725	3.0
sub-pp009	0.0	1.0	2557.7000000001863	3.0
sub-pp009	1.0	0.0	1958.3999999994408	3.0
sub-pp009	0.0	1.0	1177.300000000745	3.0
sub-pp009	0.0	1.0	2536.2000000001863	3.0
sub-pp009	0.0	1.0	1884.8999999994408	3.0
sub-pp009	1.0	0.0	2305.9000000003725	3.0
sub-pp009	0.0	1.0	1759.8999999994412	3.0
sub-pp009	0.0	1.0	1306.5999999996277	3.0
sub-pp009	1.0	0.0	1272.0	3.0
sub-pp009	0.0	1.0	1471.2000000001865	3.0
sub-pp009	0.0	1.0	1341.0999999996277	3.0
sub-pp009	0.0	1.0	1801.800000000745	3.0
sub-pp009	1.0	0.0	886.5	3.0
