participant_id	finger-tapping_taps	finger-tapping_corr	finger-tapping_RT	trial_type
sub-pp006	1.0	0.0	213.8999999761581	dominant1
sub-pp006	2.0	0.0	347.7999999523163	dominant1
sub-pp006	3.0	0.0	646.0999999642372	dominant1
sub-pp006	4.0	0.0	748.6999999880791	dominant1
sub-pp006	5.0	0.0	958.0	dominant1
sub-pp006	6.0	0.0	1071.399999976158	dominant1
sub-pp006	7.0	0.0	1287.5999999642372	dominant1
sub-pp006	8.0	0.0	1406.399999976158	dominant1
sub-pp006	9.0	0.0	1521.2999999523165	dominant1
sub-pp006	10.0	0.0	1632.5999999642372	dominant1
sub-pp006	11.0	0.0	1757.5	dominant1
sub-pp006	12.0	0.0	1881.5	dominant1
sub-pp006	13.0	0.0	2071.0	dominant1
sub-pp006	14.0	0.0	2261.699999988079	dominant1
sub-pp006	15.0	0.0	2378.699999988079	dominant1
sub-pp006	16.0	0.0	2490.699999988079	dominant1
sub-pp006	17.0	0.0	2606.899999976158	dominant1
sub-pp006	18.0	0.0	2744.099999964237	dominant1
sub-pp006	19.0	0.0	2850.2999999523163	dominant1
sub-pp006	20.0	0.0	2953.699999988079	dominant1
sub-pp006	21.0	0.0	3077.5	dominant1
sub-pp006	22.0	0.0	3182.699999988079	dominant1
sub-pp006	23.0	0.0	3294.0	dominant1
sub-pp006	24.0	0.0	3399.7999999523163	dominant1
sub-pp006	25.0	0.0	3508.699999988079	dominant1
sub-pp006	26.0	0.0	3624.599999964237	dominant1
sub-pp006	27.0	0.0	3738.099999964237	dominant1
sub-pp006	28.0	0.0	3850.299999952316	dominant1
sub-pp006	29.0	0.0	3965.299999952316	dominant1
sub-pp006	30.0	0.0	4105.299999952316	dominant1
sub-pp006	31.0	0.0	4225.5	dominant1
sub-pp006	32.0	0.0	4347.699999988079	dominant1
sub-pp006	33.0	0.0	4467.0	dominant1
sub-pp006	34.0	0.0	4598.699999988079	dominant1
sub-pp006	35.0	0.0	4749.099999964237	dominant1
sub-pp006	36.0	0.0	4860.5	dominant1
sub-pp006	37.0	0.0	4971.599999964237	dominant1
sub-pp006	38.0	0.0	5116.699999988079	dominant1
sub-pp006	39.0	0.0	5271.699999988079	dominant1
sub-pp006	40.0	0.0	5404.599999964237	dominant1
sub-pp006	41.0	0.0	5516.5	dominant1
sub-pp006	42.0	0.0	5646.199999988079	dominant1
sub-pp006	43.0	0.0	5760.399999976158	dominant1
sub-pp006	44.0	0.0	5870.799999952316	dominant1
sub-pp006	45.0	0.0	5989.799999952316	dominant1
sub-pp006	46.0	0.0	6116.5	dominant1
sub-pp006	47.0	0.0	6244.699999988079	dominant1
sub-pp006	48.0	0.0	6367.699999988079	dominant1
sub-pp006	49.0	0.0	6504.599999964237	dominant1
sub-pp006	50.0	0.0	6648.799999952316	dominant1
sub-pp006	51.0	0.0	6801.199999988079	dominant1
sub-pp006	52.0	0.0	6925.699999988079	dominant1
sub-pp006	53.0	0.0	7005.199999988079	dominant1
sub-pp006	54.0	0.0	7134.699999988079	dominant1
sub-pp006	55.0	0.0	7266.5	dominant1
sub-pp006	56.0	0.0	7420.099999964237	dominant1
sub-pp006	57.0	0.0	7577.699999988079	dominant1
sub-pp006	58.0	0.0	7715.299999952316	dominant1
sub-pp006	59.0	0.0	7873.699999988079	dominant1
sub-pp006	60.0	0.0	7998.599999964237	dominant1
sub-pp006	61.0	0.0	8290.299999952316	dominant1
sub-pp006	62.0	0.0	8424.699999988079	dominant1
sub-pp006	63.0	0.0	8526.399999976158	dominant1
sub-pp006	64.0	0.0	8696.5	dominant1
sub-pp006	65.0	0.0	8825.599999964237	dominant1
sub-pp006	66.0	0.0	8948.199999988079	dominant1
sub-pp006	67.0	0.0	9054.799999952316	dominant1
sub-pp006	68.0	0.0	9184.599999964235	dominant1
sub-pp006	69.0	0.0	9344.799999952316	dominant1
sub-pp006	70.0	0.0	9469.69999998808	dominant1
sub-pp006	71.0	0.0	9614.799999952316	dominant1
sub-pp006	72.0	0.0	9738.299999952316	dominant1
sub-pp006	1.0	0.0	192.80000001192093	dominant2
sub-pp006	2.0	0.0	326.69999998807907	dominant2
sub-pp006	3.0	0.0	427.10000002384186	dominant2
sub-pp006	4.0	0.0	521.6000000238419	dominant2
sub-pp006	5.0	0.0	622.8999999761581	dominant2
sub-pp006	6.0	0.0	727.1000000238419	dominant2
sub-pp006	7.0	0.0	854.1999999880791	dominant2
sub-pp006	8.0	0.0	973.600000023842	dominant2
sub-pp006	9.0	0.0	1078.5	dominant2
sub-pp006	10.0	0.0	1200.699999988079	dominant2
sub-pp006	11.0	0.0	1321.800000011921	dominant2
sub-pp006	12.0	0.0	1580.0	dominant2
sub-pp006	13.0	0.0	1683.699999988079	dominant2
sub-pp006	14.0	0.0	1798.800000011921	dominant2
sub-pp006	15.0	0.0	1896.0	dominant2
sub-pp006	16.0	0.0	1995.0	dominant2
sub-pp006	17.0	0.0	2112.100000023842	dominant2
sub-pp006	18.0	0.0	2227.300000011921	dominant2
sub-pp006	19.0	0.0	2339.100000023842	dominant2
sub-pp006	20.0	0.0	2468.699999988079	dominant2
sub-pp006	21.0	0.0	2595.199999988079	dominant2
sub-pp006	22.0	0.0	2751.800000011921	dominant2
sub-pp006	23.0	0.0	2851.699999988079	dominant2
sub-pp006	24.0	0.0	2955.399999976158	dominant2
sub-pp006	25.0	0.0	3204.5	dominant2
sub-pp006	26.0	0.0	3316.5	dominant2
sub-pp006	27.0	0.0	3438.699999988079	dominant2
sub-pp006	28.0	0.0	3567.399999976158	dominant2
sub-pp006	29.0	0.0	3688.899999976158	dominant2
sub-pp006	30.0	0.0	3866.0	dominant2
sub-pp006	31.0	0.0	3980.600000023842	dominant2
sub-pp006	32.0	0.0	4112.399999976158	dominant2
sub-pp006	33.0	0.0	4225.5	dominant2
sub-pp006	34.0	0.0	4335.199999988079	dominant2
sub-pp006	35.0	0.0	4461.199999988079	dominant2
sub-pp006	36.0	0.0	4600.699999988079	dominant2
sub-pp006	37.0	0.0	4731.600000023842	dominant2
sub-pp006	38.0	0.0	4868.399999976158	dominant2
sub-pp006	39.0	0.0	4981.0	dominant2
sub-pp006	40.0	0.0	5109.399999976158	dominant2
sub-pp006	41.0	0.0	5245.399999976158	dominant2
sub-pp006	42.0	0.0	5396.800000011921	dominant2
sub-pp006	43.0	0.0	5508.5	dominant2
sub-pp006	44.0	0.0	5670.800000011921	dominant2
sub-pp006	45.0	0.0	5804.899999976158	dominant2
sub-pp006	46.0	0.0	5912.699999988079	dominant2
sub-pp006	47.0	0.0	6037.699999988079	dominant2
sub-pp006	48.0	0.0	6188.800000011921	dominant2
sub-pp006	49.0	0.0	6495.100000023842	dominant2
sub-pp006	50.0	0.0	6646.800000011921	dominant2
sub-pp006	51.0	0.0	6806.399999976158	dominant2
sub-pp006	52.0	0.0	6951.699999988079	dominant2
sub-pp006	53.0	0.0	7105.800000011921	dominant2
sub-pp006	54.0	0.0	7249.399999976158	dominant2
sub-pp006	55.0	0.0	7392.0	dominant2
sub-pp006	56.0	0.0	7533.199999988079	dominant2
sub-pp006	57.0	0.0	7644.5	dominant2
sub-pp006	58.0	0.0	7696.699999988079	dominant2
sub-pp006	59.0	0.0	7839.699999988079	dominant2
sub-pp006	60.0	0.0	7980.100000023842	dominant2
sub-pp006	61.0	0.0	8128.300000011921	dominant2
sub-pp006	62.0	0.0	8259.5	dominant2
sub-pp006	63.0	0.0	8475.300000011921	dominant2
sub-pp006	64.0	0.0	8613.100000023842	dominant2
sub-pp006	65.0	0.0	8742.5	dominant2
sub-pp006	66.0	0.0	8879.100000023842	dominant2
sub-pp006	67.0	0.0	9027.19999998808	dominant2
sub-pp006	68.0	0.0	9201.399999976158	dominant2
sub-pp006	69.0	0.0	9353.5	dominant2
sub-pp006	70.0	0.0	9461.5	dominant2
sub-pp006	71.0	0.0	9571.399999976158	dominant2
sub-pp006	72.0	0.0	9724.80000001192	dominant2
sub-pp006	73.0	0.0	9876.600000023842	dominant2
sub-pp006	1.0	0.0	232.8999999761581	dominant3
sub-pp006	2.0	0.0	375.8000000119209	dominant3
sub-pp006	3.0	0.0	492.8000000119209	dominant3
sub-pp006	4.0	0.0	742.6999999880791	dominant3
sub-pp006	5.0	0.0	855.8999999761581	dominant3
sub-pp006	6.0	0.0	977.5	dominant3
sub-pp006	7.0	0.0	1084.899999976158	dominant3
sub-pp006	8.0	0.0	1181.0	dominant3
sub-pp006	9.0	0.0	1337.199999988079	dominant3
sub-pp006	10.0	0.0	1463.699999988079	dominant3
sub-pp006	11.0	0.0	1793.300000011921	dominant3
sub-pp006	12.0	0.0	1928.300000011921	dominant3
sub-pp006	13.0	0.0	2031.199999988079	dominant3
sub-pp006	14.0	0.0	2121.800000011921	dominant3
sub-pp006	15.0	0.0	2259.899999976158	dominant3
sub-pp006	16.0	0.0	2389.699999988079	dominant3
sub-pp006	17.0	0.0	2519.899999976158	dominant3
sub-pp006	18.0	0.0	2675.800000011921	dominant3
sub-pp006	19.0	0.0	2791.699999988079	dominant3
sub-pp006	20.0	0.0	2927.800000011921	dominant3
sub-pp006	21.0	0.0	3050.0	dominant3
sub-pp006	22.0	0.0	3208.800000011921	dominant3
sub-pp006	23.0	0.0	3332.699999988079	dominant3
sub-pp006	24.0	0.0	3472.099999964237	dominant3
sub-pp006	25.0	0.0	3595.0	dominant3
sub-pp006	26.0	0.0	3719.199999988079	dominant3
sub-pp006	27.0	0.0	3848.099999964237	dominant3
sub-pp006	28.0	0.0	3991.800000011921	dominant3
sub-pp006	29.0	0.0	4134.800000011921	dominant3
sub-pp006	30.0	0.0	4270.5	dominant3
sub-pp006	31.0	0.0	4392.599999964237	dominant3
sub-pp006	32.0	0.0	4527.899999976158	dominant3
sub-pp006	33.0	0.0	4679.800000011921	dominant3
sub-pp006	34.0	0.0	4830.0	dominant3
sub-pp006	35.0	0.0	4965.099999964237	dominant3
sub-pp006	36.0	0.0	5133.899999976158	dominant3
sub-pp006	37.0	0.0	5259.899999976158	dominant3
sub-pp006	38.0	0.0	5402.0	dominant3
sub-pp006	39.0	0.0	5548.699999988079	dominant3
sub-pp006	40.0	0.0	5704.099999964237	dominant3
sub-pp006	41.0	0.0	5835.5	dominant3
sub-pp006	42.0	0.0	5956.699999988079	dominant3
sub-pp006	43.0	0.0	6086.199999988079	dominant3
sub-pp006	44.0	0.0	6212.0	dominant3
sub-pp006	45.0	0.0	6366.0	dominant3
sub-pp006	46.0	0.0	6525.300000011921	dominant3
sub-pp006	47.0	0.0	6660.800000011921	dominant3
sub-pp006	48.0	0.0	6800.399999976158	dominant3
sub-pp006	49.0	0.0	6929.300000011921	dominant3
sub-pp006	50.0	0.0	7067.699999988079	dominant3
sub-pp006	51.0	0.0	7211.800000011921	dominant3
sub-pp006	52.0	0.0	7380.899999976158	dominant3
sub-pp006	53.0	0.0	7545.899999976158	dominant3
sub-pp006	54.0	0.0	7687.0	dominant3
sub-pp006	55.0	0.0	7803.699999988079	dominant3
sub-pp006	56.0	0.0	7959.399999976158	dominant3
sub-pp006	57.0	0.0	8089.300000011921	dominant3
sub-pp006	58.0	0.0	8229.300000011921	dominant3
sub-pp006	59.0	0.0	8376.899999976158	dominant3
sub-pp006	60.0	0.0	8483.599999964237	dominant3
sub-pp006	61.0	0.0	8669.0	dominant3
sub-pp006	62.0	0.0	8813.300000011921	dominant3
sub-pp006	63.0	0.0	8948.899999976158	dominant3
sub-pp006	64.0	0.0	9075.69999998808	dominant3
sub-pp006	65.0	0.0	9230.80000001192	dominant3
sub-pp006	66.0	0.0	9380.80000001192	dominant3
sub-pp006	67.0	0.0	9523.399999976158	dominant3
sub-pp006	68.0	0.0	9659.80000001192	dominant3
sub-pp006	69.0	0.0	9799.099999964235	dominant3
sub-pp006	70.0	0.0	9924.599999964235	dominant3
sub-pp006	1.0	0.0	409.5	dominant4
sub-pp006	2.0	0.0	583.6999999880791	dominant4
sub-pp006	3.0	0.0	865.0	dominant4
sub-pp006	4.0	0.0	962.3000000119208	dominant4
sub-pp006	5.0	0.0	1160.199999988079	dominant4
sub-pp006	6.0	0.0	1253.600000023842	dominant4
sub-pp006	7.0	0.0	1349.9000000357628	dominant4
sub-pp006	8.0	0.0	1465.300000011921	dominant4
sub-pp006	9.0	0.0	1539.4000000357628	dominant4
sub-pp006	10.0	0.0	1665.699999988079	dominant4
sub-pp006	11.0	0.0	1771.800000011921	dominant4
sub-pp006	12.0	0.0	1868.0	dominant4
sub-pp006	13.0	0.0	2113.5	dominant4
sub-pp006	14.0	0.0	2201.5	dominant4
sub-pp006	15.0	0.0	2325.400000035763	dominant4
sub-pp006	16.0	0.0	2444.5	dominant4
sub-pp006	17.0	0.0	2566.199999988079	dominant4
sub-pp006	18.0	0.0	2688.699999988079	dominant4
sub-pp006	19.0	0.0	2809.600000023842	dominant4
sub-pp006	20.0	0.0	2963.0	dominant4
sub-pp006	21.0	0.0	3049.199999988079	dominant4
sub-pp006	22.0	0.0	3176.300000011921	dominant4
sub-pp006	23.0	0.0	3286.100000023842	dominant4
sub-pp006	24.0	0.0	3411.0	dominant4
sub-pp006	25.0	0.0	3532.5	dominant4
sub-pp006	26.0	0.0	3639.199999988079	dominant4
sub-pp006	27.0	0.0	3754.900000035763	dominant4
sub-pp006	28.0	0.0	3903.699999988079	dominant4
sub-pp006	29.0	0.0	4032.800000011921	dominant4
sub-pp006	30.0	0.0	4190.300000011921	dominant4
sub-pp006	31.0	0.0	4295.900000035763	dominant4
sub-pp006	32.0	0.0	4407.300000011921	dominant4
sub-pp006	33.0	0.0	4518.0	dominant4
sub-pp006	34.0	0.0	4652.5	dominant4
sub-pp006	35.0	0.0	4779.300000011921	dominant4
sub-pp006	36.0	0.0	4894.5	dominant4
sub-pp006	37.0	0.0	5047.5	dominant4
sub-pp006	38.0	0.0	5158.100000023842	dominant4
sub-pp006	39.0	0.0	5319.800000011921	dominant4
sub-pp006	40.0	0.0	5422.0	dominant4
sub-pp006	41.0	0.0	5532.199999988079	dominant4
sub-pp006	42.0	0.0	5651.300000011921	dominant4
sub-pp006	43.0	0.0	5795.699999988079	dominant4
sub-pp006	44.0	0.0	5897.800000011921	dominant4
sub-pp006	45.0	0.0	6150.900000035763	dominant4
sub-pp006	46.0	0.0	6278.100000023842	dominant4
sub-pp006	47.0	0.0	6417.100000023842	dominant4
sub-pp006	48.0	0.0	6560.199999988079	dominant4
sub-pp006	49.0	0.0	6696.5	dominant4
sub-pp006	50.0	0.0	6814.400000035763	dominant4
sub-pp006	51.0	0.0	6940.199999988079	dominant4
sub-pp006	52.0	0.0	7077.199999988079	dominant4
sub-pp006	53.0	0.0	7189.900000035763	dominant4
