participant_id	rtt-sum_corr	rtt-sum_incorr	rtt-sum_RT
sub-pp006	1.0	0.0	3726.500000000233
sub-pp006	1.0	0.0	1649.5
sub-pp006	1.0	0.0	1427.2999999998135
sub-pp006	1.0	0.0	2555.899999999907
sub-pp006	1.0	0.0	2580.899999999907
sub-pp006	1.0	0.0	1585.8999999999069
sub-pp006	1.0	0.0	1900.7999999998133
sub-pp006	1.0	0.0	1956.600000000093
sub-pp006	1.0	0.0	2668.100000000093
sub-pp006	1.0	0.0	3044.5
sub-pp006	1.0	0.0	1599.0999999996277
sub-pp006	1.0	0.0	1134.2000000001865
sub-pp006	1.0	0.0	1484.8000000002794
sub-pp006	1.0	0.0	1181.5
sub-pp006	1.0	0.0	1203.6000000000931
sub-pp006	1.0	0.0	2170.899999999907
sub-pp006	1.0	0.0	1470.5
sub-pp006	1.0	0.0	1264.8000000002794
sub-pp006	1.0	0.0	1291.2000000001865
sub-pp006	1.0	0.0	1959.8999999999069
sub-pp006	1.0	0.0	1276.6000000000931
sub-pp006	1.0	0.0	1258.7000000001865
sub-pp006	1.0	0.0	1750.8999999999069
sub-pp006	1.0	0.0	1275.0
sub-pp006	1.0	0.0	1132.7000000001865
sub-pp006	1.0	0.0	2637.2000000001863
sub-pp006	1.0	0.0	1588.2999999998135
sub-pp006	1.0	0.0	1744.6999999997206
sub-pp006	1.0	0.0	1639.3999999999069
sub-pp006	1.0	0.0	2208.5
sub-pp006	1.0	0.0	1820.30000000028
sub-pp006	1.0	0.0	2203.100000000093
sub-pp006	1.0	0.0	2181.0
sub-pp006	1.0	0.0	2002.8999999999069
sub-pp006	1.0	0.0	1696.5
sub-pp006	1.0	0.0	1615.1000000000931
sub-pp006	0.0	1.0	2394.1999999997206
sub-pp006	1.0	0.0	3362.2999999998137
sub-pp006	1.0	0.0	3716.6999999997206
sub-pp006	1.0	0.0	3473.7000000001863
