participant_id	finger-tapping_taps	finger-tapping_corr	finger-tapping_RT	trial_type
sub-pp008	1.0	0.0	17.0	dominant1
sub-pp008	2.0	0.0	158.0	dominant1
sub-pp008	3.0	0.0	299.0	dominant1
sub-pp008	4.0	0.0	431.0	dominant1
sub-pp008	5.0	0.0	537.0	dominant1
sub-pp008	6.0	0.0	678.0	dominant1
sub-pp008	7.0	0.0	805.0	dominant1
sub-pp008	8.0	0.0	953.0	dominant1
sub-pp008	9.0	0.0	1075.0	dominant1
sub-pp008	10.0	0.0	1212.0	dominant1
sub-pp008	11.0	0.0	1325.0	dominant1
sub-pp008	12.0	0.0	1458.0	dominant1
sub-pp008	13.0	0.0	1630.0	dominant1
sub-pp008	14.0	0.0	1742.0	dominant1
sub-pp008	15.0	0.0	1888.0	dominant1
sub-pp008	16.0	0.0	2009.0	dominant1
sub-pp008	17.0	0.0	2162.0	dominant1
sub-pp008	18.0	0.0	2290.0	dominant1
sub-pp008	19.0	0.0	2431.0	dominant1
sub-pp008	20.0	0.0	2558.0	dominant1
sub-pp008	21.0	0.0	2699.0	dominant1
sub-pp008	22.0	0.0	2849.0	dominant1
sub-pp008	23.0	0.0	3041.0	dominant1
sub-pp008	24.0	0.0	3193.0	dominant1
sub-pp008	25.0	0.0	3324.0	dominant1
sub-pp008	26.0	0.0	3419.0	dominant1
sub-pp008	27.0	0.0	3573.0	dominant1
sub-pp008	28.0	0.0	3718.0	dominant1
sub-pp008	29.0	0.0	3848.0	dominant1
sub-pp008	30.0	0.0	4003.0	dominant1
sub-pp008	31.0	0.0	4148.0	dominant1
sub-pp008	32.0	0.0	4281.0	dominant1
sub-pp008	33.0	0.0	4421.0	dominant1
sub-pp008	34.0	0.0	4564.0	dominant1
sub-pp008	35.0	0.0	4687.0	dominant1
sub-pp008	36.0	0.0	4929.0	dominant1
sub-pp008	37.0	0.0	5067.0	dominant1
sub-pp008	38.0	0.0	5200.0	dominant1
sub-pp008	39.0	0.0	5342.0	dominant1
sub-pp008	40.0	0.0	5480.0	dominant1
sub-pp008	41.0	0.0	5614.0	dominant1
sub-pp008	42.0	0.0	5759.0	dominant1
sub-pp008	43.0	0.0	5899.0	dominant1
sub-pp008	44.0	0.0	6019.0	dominant1
sub-pp008	45.0	0.0	6157.0	dominant1
sub-pp008	46.0	0.0	6298.0	dominant1
sub-pp008	47.0	0.0	6440.0	dominant1
sub-pp008	48.0	0.0	6543.0	dominant1
sub-pp008	49.0	0.0	6707.0	dominant1
sub-pp008	50.0	0.0	7076.0	dominant1
sub-pp008	51.0	0.0	7259.0	dominant1
sub-pp008	52.0	0.0	7390.0	dominant1
sub-pp008	53.0	0.0	7508.0	dominant1
sub-pp008	54.0	0.0	7638.0	dominant1
sub-pp008	55.0	0.0	7804.0	dominant1
sub-pp008	56.0	0.0	7937.0	dominant1
sub-pp008	57.0	0.0	8081.0	dominant1
sub-pp008	58.0	0.0	8228.0	dominant1
sub-pp008	59.0	0.0	8372.0	dominant1
sub-pp008	60.0	0.0	8536.0	dominant1
sub-pp008	61.0	0.0	8686.0	dominant1
sub-pp008	62.0	0.0	8836.0	dominant1
sub-pp008	63.0	0.0	8986.0	dominant1
sub-pp008	64.0	0.0	9135.0	dominant1
sub-pp008	65.0	0.0	9288.0	dominant1
sub-pp008	66.0	0.0	9442.0	dominant1
sub-pp008	67.0	0.0	9565.0	dominant1
sub-pp008	68.0	0.0	9719.0	dominant1
sub-pp008	69.0	0.0	9885.0	dominant1
sub-pp008	1.0	0.0	111.0	dominant2
sub-pp008	2.0	0.0	247.0	dominant2
sub-pp008	3.0	0.0	376.0	dominant2
sub-pp008	4.0	0.0	505.0	dominant2
sub-pp008	5.0	0.0	634.0	dominant2
sub-pp008	6.0	0.0	761.0	dominant2
sub-pp008	7.0	0.0	891.0	dominant2
sub-pp008	8.0	0.0	1018.0	dominant2
sub-pp008	9.0	0.0	1141.0	dominant2
sub-pp008	10.0	0.0	1268.0	dominant2
sub-pp008	11.0	0.0	1388.0	dominant2
sub-pp008	12.0	0.0	1522.0	dominant2
sub-pp008	13.0	0.0	1630.0	dominant2
sub-pp008	14.0	0.0	1734.0	dominant2
sub-pp008	15.0	0.0	1884.0	dominant2
sub-pp008	16.0	0.0	2002.0	dominant2
sub-pp008	17.0	0.0	2134.0	dominant2
sub-pp008	18.0	0.0	2262.0	dominant2
sub-pp008	19.0	0.0	2389.0	dominant2
sub-pp008	20.0	0.0	2519.0	dominant2
sub-pp008	21.0	0.0	2654.0	dominant2
sub-pp008	22.0	0.0	2782.0	dominant2
sub-pp008	23.0	0.0	2932.0	dominant2
sub-pp008	24.0	0.0	3067.0	dominant2
sub-pp008	25.0	0.0	3148.0	dominant2
sub-pp008	26.0	0.0	3305.0	dominant2
sub-pp008	27.0	0.0	3449.0	dominant2
sub-pp008	28.0	0.0	3589.0	dominant2
sub-pp008	29.0	0.0	3712.0	dominant2
sub-pp008	30.0	0.0	3866.0	dominant2
sub-pp008	31.0	0.0	3990.0	dominant2
sub-pp008	32.0	0.0	4117.0	dominant2
sub-pp008	33.0	0.0	4246.0	dominant2
sub-pp008	34.0	0.0	4376.0	dominant2
sub-pp008	35.0	0.0	4497.0	dominant2
sub-pp008	36.0	0.0	4630.0	dominant2
sub-pp008	37.0	0.0	4756.0	dominant2
sub-pp008	38.0	0.0	4879.0	dominant2
sub-pp008	39.0	0.0	5182.0	dominant2
sub-pp008	40.0	0.0	5310.0	dominant2
sub-pp008	41.0	0.0	5453.0	dominant2
sub-pp008	42.0	0.0	5576.0	dominant2
sub-pp008	43.0	0.0	5714.0	dominant2
sub-pp008	44.0	0.0	5833.0	dominant2
sub-pp008	45.0	0.0	5959.0	dominant2
sub-pp008	46.0	0.0	6085.0	dominant2
sub-pp008	47.0	0.0	6216.0	dominant2
sub-pp008	48.0	0.0	6354.0	dominant2
sub-pp008	49.0	0.0	6487.0	dominant2
sub-pp008	50.0	0.0	6649.0	dominant2
sub-pp008	51.0	0.0	6758.0	dominant2
sub-pp008	52.0	0.0	6897.0	dominant2
sub-pp008	53.0	0.0	7035.0	dominant2
sub-pp008	54.0	0.0	7176.0	dominant2
sub-pp008	55.0	0.0	7323.0	dominant2
sub-pp008	56.0	0.0	7438.0	dominant2
sub-pp008	57.0	0.0	7577.0	dominant2
sub-pp008	58.0	0.0	7698.0	dominant2
sub-pp008	59.0	0.0	7831.0	dominant2
sub-pp008	60.0	0.0	7969.0	dominant2
sub-pp008	61.0	0.0	8091.0	dominant2
sub-pp008	62.0	0.0	8234.0	dominant2
sub-pp008	63.0	0.0	8350.0	dominant2
sub-pp008	64.0	0.0	8483.0	dominant2
sub-pp008	65.0	0.0	8611.0	dominant2
sub-pp008	66.0	0.0	8915.0	dominant2
sub-pp008	67.0	0.0	9054.0	dominant2
sub-pp008	68.0	0.0	9176.0	dominant2
sub-pp008	69.0	0.0	9302.0	dominant2
sub-pp008	70.0	0.0	9436.0	dominant2
sub-pp008	71.0	0.0	9574.0	dominant2
sub-pp008	72.0	0.0	9717.0	dominant2
sub-pp008	73.0	0.0	9889.0	dominant2
sub-pp008	1.0	0.0	32.0	dominant3
sub-pp008	2.0	0.0	178.0	dominant3
sub-pp008	3.0	0.0	318.0	dominant3
sub-pp008	4.0	0.0	442.0	dominant3
sub-pp008	5.0	0.0	582.0	dominant3
sub-pp008	6.0	0.0	712.0	dominant3
sub-pp008	7.0	0.0	838.0	dominant3
sub-pp008	8.0	0.0	976.0	dominant3
sub-pp008	9.0	0.0	1229.0	dominant3
sub-pp008	10.0	0.0	1378.0	dominant3
sub-pp008	11.0	0.0	1524.0	dominant3
sub-pp008	12.0	0.0	1670.0	dominant3
sub-pp008	13.0	0.0	1799.0	dominant3
sub-pp008	14.0	0.0	1929.0	dominant3
sub-pp008	15.0	0.0	2032.0	dominant3
sub-pp008	16.0	0.0	2158.0	dominant3
sub-pp008	17.0	0.0	2295.0	dominant3
sub-pp008	18.0	0.0	2423.0	dominant3
sub-pp008	19.0	0.0	2564.0	dominant3
sub-pp008	20.0	0.0	2679.0	dominant3
sub-pp008	21.0	0.0	2814.0	dominant3
sub-pp008	22.0	0.0	2949.0	dominant3
sub-pp008	23.0	0.0	3093.0	dominant3
sub-pp008	24.0	0.0	3220.0	dominant3
sub-pp008	25.0	0.0	3361.0	dominant3
sub-pp008	26.0	0.0	3507.0	dominant3
sub-pp008	27.0	0.0	3638.0	dominant3
sub-pp008	28.0	0.0	3795.0	dominant3
sub-pp008	29.0	0.0	3926.0	dominant3
sub-pp008	30.0	0.0	4045.0	dominant3
sub-pp008	31.0	0.0	4183.0	dominant3
sub-pp008	32.0	0.0	4321.0	dominant3
sub-pp008	33.0	0.0	4448.0	dominant3
sub-pp008	34.0	0.0	4604.0	dominant3
sub-pp008	35.0	0.0	4731.0	dominant3
sub-pp008	36.0	0.0	4890.0	dominant3
sub-pp008	37.0	0.0	5017.0	dominant3
sub-pp008	38.0	0.0	5172.0	dominant3
sub-pp008	39.0	0.0	5311.0	dominant3
sub-pp008	40.0	0.0	5519.0	dominant3
sub-pp008	41.0	0.0	5667.0	dominant3
sub-pp008	42.0	0.0	5816.0	dominant3
sub-pp008	43.0	0.0	6030.0	dominant3
sub-pp008	44.0	0.0	6153.0	dominant3
sub-pp008	45.0	0.0	6266.0	dominant3
sub-pp008	46.0	0.0	6374.0	dominant3
sub-pp008	47.0	0.0	6500.0	dominant3
sub-pp008	48.0	0.0	6623.0	dominant3
sub-pp008	49.0	0.0	6790.0	dominant3
sub-pp008	50.0	0.0	6915.0	dominant3
sub-pp008	51.0	0.0	7151.0	dominant3
sub-pp008	52.0	0.0	7296.0	dominant3
sub-pp008	53.0	0.0	7434.0	dominant3
sub-pp008	54.0	0.0	7687.0	dominant3
sub-pp008	55.0	0.0	7851.0	dominant3
sub-pp008	56.0	0.0	8089.0	dominant3
sub-pp008	57.0	0.0	8244.0	dominant3
sub-pp008	58.0	0.0	8417.0	dominant3
sub-pp008	59.0	0.0	8563.0	dominant3
sub-pp008	60.0	0.0	8721.0	dominant3
sub-pp008	61.0	0.0	8841.0	dominant3
sub-pp008	62.0	0.0	9196.0	dominant3
sub-pp008	63.0	0.0	9359.0	dominant3
sub-pp008	64.0	0.0	9526.0	dominant3
sub-pp008	65.0	0.0	9801.0	dominant3
sub-pp008	66.0	0.0	9967.0	dominant3
sub-pp008	1.0	0.0	199.0	dominant4
sub-pp008	2.0	0.0	357.0	dominant4
sub-pp008	3.0	0.0	480.0	dominant4
sub-pp008	4.0	0.0	604.0	dominant4
sub-pp008	5.0	0.0	722.0	dominant4
sub-pp008	6.0	0.0	837.0	dominant4
sub-pp008	7.0	0.0	958.0	dominant4
sub-pp008	8.0	0.0	1077.0	dominant4
sub-pp008	9.0	0.0	1189.0	dominant4
sub-pp008	10.0	0.0	1303.0	dominant4
sub-pp008	11.0	0.0	1416.0	dominant4
sub-pp008	12.0	0.0	1533.0	dominant4
sub-pp008	13.0	0.0	1645.0	dominant4
sub-pp008	14.0	0.0	1901.0	dominant4
sub-pp008	15.0	0.0	2026.0	dominant4
sub-pp008	16.0	0.0	2151.0	dominant4
sub-pp008	17.0	0.0	2271.0	dominant4
sub-pp008	18.0	0.0	2413.0	dominant4
sub-pp008	19.0	0.0	2690.0	dominant4
sub-pp008	20.0	0.0	2851.0	dominant4
sub-pp008	21.0	0.0	3188.0	dominant4
sub-pp008	22.0	0.0	3319.0	dominant4
sub-pp008	23.0	0.0	3459.0	dominant4
sub-pp008	24.0	0.0	3599.0	dominant4
sub-pp008	25.0	0.0	3732.0	dominant4
sub-pp008	26.0	0.0	3867.0	dominant4
sub-pp008	27.0	0.0	3995.0	dominant4
sub-pp008	28.0	0.0	4118.0	dominant4
sub-pp008	29.0	0.0	4265.0	dominant4
sub-pp008	30.0	0.0	4385.0	dominant4
sub-pp008	31.0	0.0	4527.0	dominant4
sub-pp008	32.0	0.0	4665.0	dominant4
sub-pp008	33.0	0.0	4813.0	dominant4
sub-pp008	34.0	0.0	4947.0	dominant4
sub-pp008	35.0	0.0	5090.0	dominant4
sub-pp008	36.0	0.0	5205.0	dominant4
sub-pp008	37.0	0.0	5330.0	dominant4
sub-pp008	38.0	0.0	5453.0	dominant4
sub-pp008	39.0	0.0	5570.0	dominant4
sub-pp008	40.0	0.0	5690.0	dominant4
sub-pp008	41.0	0.0	5817.0	dominant4
sub-pp008	42.0	0.0	5954.0	dominant4
sub-pp008	43.0	0.0	6078.0	dominant4
sub-pp008	44.0	0.0	6206.0	dominant4
sub-pp008	45.0	0.0	6327.0	dominant4
sub-pp008	46.0	0.0	6581.0	dominant4
sub-pp008	47.0	0.0	6712.0	dominant4
sub-pp008	48.0	0.0	6830.0	dominant4
sub-pp008	49.0	0.0	6944.0	dominant4
sub-pp008	50.0	0.0	7067.0	dominant4
sub-pp008	51.0	0.0	7206.0	dominant4
sub-pp008	52.0	0.0	7344.0	dominant4
sub-pp008	53.0	0.0	7479.0	dominant4
sub-pp008	54.0	0.0	7592.0	dominant4
sub-pp008	55.0	0.0	7717.0	dominant4
sub-pp008	56.0	0.0	7845.0	dominant4
sub-pp008	57.0	0.0	7974.0	dominant4
sub-pp008	58.0	0.0	8115.0	dominant4
sub-pp008	59.0	0.0	8247.0	dominant4
sub-pp008	60.0	0.0	8367.0	dominant4
sub-pp008	61.0	0.0	8489.0	dominant4
sub-pp008	62.0	0.0	8620.0	dominant4
sub-pp008	63.0	0.0	8753.0	dominant4
sub-pp008	64.0	0.0	8874.0	dominant4
sub-pp008	65.0	0.0	9012.0	dominant4
sub-pp008	66.0	0.0	9151.0	dominant4
sub-pp008	67.0	0.0	9408.0	dominant4
sub-pp008	68.0	0.0	9633.0	dominant4
sub-pp008	69.0	0.0	9780.0	dominant4
sub-pp008	70.0	0.0	9913.0	dominant4
sub-pp008	1.0	0.0	69.0	dominant5
sub-pp008	2.0	0.0	216.0	dominant5
sub-pp008	3.0	0.0	333.0	dominant5
sub-pp008	4.0	0.0	450.0	dominant5
sub-pp008	5.0	0.0	572.0	dominant5
sub-pp008	6.0	0.0	695.0	dominant5
sub-pp008	7.0	0.0	816.0	dominant5
sub-pp008	8.0	0.0	944.0	dominant5
sub-pp008	9.0	0.0	1063.0	dominant5
sub-pp008	10.0	0.0	1183.0	dominant5
sub-pp008	11.0	0.0	1289.0	dominant5
sub-pp008	12.0	0.0	1417.0	dominant5
sub-pp008	13.0	0.0	1530.0	dominant5
sub-pp008	14.0	0.0	1652.0	dominant5
sub-pp008	15.0	0.0	1774.0	dominant5
sub-pp008	16.0	0.0	1914.0	dominant5
sub-pp008	17.0	0.0	2053.0	dominant5
sub-pp008	18.0	0.0	2167.0	dominant5
sub-pp008	19.0	0.0	2296.0	dominant5
sub-pp008	20.0	0.0	2425.0	dominant5
sub-pp008	21.0	0.0	2554.0	dominant5
sub-pp008	22.0	0.0	2686.0	dominant5
sub-pp008	23.0	0.0	2814.0	dominant5
sub-pp008	24.0	0.0	2938.0	dominant5
sub-pp008	25.0	0.0	3060.0	dominant5
sub-pp008	26.0	0.0	3174.0	dominant5
sub-pp008	27.0	0.0	3311.0	dominant5
sub-pp008	28.0	0.0	3401.0	dominant5
sub-pp008	29.0	0.0	3518.0	dominant5
sub-pp008	30.0	0.0	3653.0	dominant5
sub-pp008	31.0	0.0	3815.0	dominant5
sub-pp008	32.0	0.0	3960.0	dominant5
sub-pp008	33.0	0.0	4087.0	dominant5
sub-pp008	34.0	0.0	4220.0	dominant5
sub-pp008	35.0	0.0	4343.0	dominant5
sub-pp008	36.0	0.0	4464.0	dominant5
sub-pp008	37.0	0.0	4580.0	dominant5
sub-pp008	38.0	0.0	4711.0	dominant5
sub-pp008	39.0	0.0	4823.0	dominant5
sub-pp008	40.0	0.0	4939.0	dominant5
sub-pp008	41.0	0.0	5061.0	dominant5
sub-pp008	42.0	0.0	5188.0	dominant5
sub-pp008	43.0	0.0	5446.0	dominant5
sub-pp008	44.0	0.0	5565.0	dominant5
sub-pp008	45.0	0.0	5686.0	dominant5
sub-pp008	46.0	0.0	5812.0	dominant5
sub-pp008	47.0	0.0	5954.0	dominant5
sub-pp008	48.0	0.0	6082.0	dominant5
sub-pp008	49.0	0.0	6212.0	dominant5
sub-pp008	50.0	0.0	6357.0	dominant5
sub-pp008	51.0	0.0	6483.0	dominant5
sub-pp008	52.0	0.0	6618.0	dominant5
sub-pp008	53.0	0.0	6756.0	dominant5
sub-pp008	54.0	0.0	6906.0	dominant5
sub-pp008	55.0	0.0	7034.0	dominant5
sub-pp008	56.0	0.0	7143.0	dominant5
sub-pp008	57.0	0.0	7286.0	dominant5
sub-pp008	58.0	0.0	7416.0	dominant5
sub-pp008	59.0	0.0	7556.0	dominant5
