participant_id	age	nlang	sex	edu	entropy_competence_speak	entropy_competence_read	entropy_competence_compr	entropy_curr_tot_exp	1langname_dominance	1env_country	1env_fam	1env_eduwrk	1env_other	1speak_choice	1read_choice	1curr_tot_exp	1ageof_acq	1ageof_speak	1ageof_read	1ageof_read_fl	1timespent_country	1timespent_fam	1timespent_eduwrk	1timespent_other	1competence_speak	1competence_compr	1competence_read	1contrib_friends	1contrib_fam	1contrib_read	1contrib_apps	1contrib_video	1contrib_audio	1contrib_life	1contrib_edu	1curr_exp_friends	1curr_exp_fam	1curr_exp_read	1curr_exp_apps	1curr_exp_video	1curr_exp_audio	1curr_exp_life	1curr_exp_edu	1foreign_acc	1l1_impr	2langname_dominance	2read_choice	2env_country	2speak_choice	2env_fam	2env_eduwrk	2env_other	2curr_tot_exp	2ageof_acq	2ageof_speak	2ageof_read	2ageof_read_fl	2timespent_country	2timespent_fam	2timespent_eduwrk	2timespent_other	2competence_speak	2competence_compr	2competence_read	2contrib_friends	2contrib_fam	2contrib_read	2contrib_apps	2contrib_video	2contrib_audio	2contrib_life	2contrib_edu	2curr_exp_friends	2curr_exp_fam	2curr_exp_read	2curr_exp_apps	2curr_exp_video	2curr_exp_audio	2curr_exp_life	2curr_exp_edu	2foreign_acc	2l1_impr	3langname_dominance	3env_country	3env_fam	3env_eduwrk	3env_other	3curr_tot_exp	3ageof_acq	3ageof_speak	3ageof_read	3ageof_read_fl	3timespent_country	3timespent_fam	3timespent_eduwrk	3timespent_other	3read_choice	3speak_choice	3competence_speak	3competence_compr	3competence_read	3contrib_friends	3contrib_fam	3contrib_read	3contrib_apps	3contrib_video	3contrib_audio	3contrib_life	3contrib_edu	3curr_exp_friends	3curr_exp_fam	3curr_exp_read	3curr_exp_apps	3curr_exp_video	3curr_exp_audio	3curr_exp_life	3curr_exp_edu	3foreign_acc	3l1_impr	4langname_dominance	4env_country	4env_fam	4env_eduwrk	4env_other	4curr_tot_exp	4ageof_acq	4ageof_speak	4ageof_read	4ageof_read_fl	4timespent_country	4timespent_fam	4timespent_eduwrk	4timespent_other	4read_choice	4speak_choice	4competence_speak	4competence_compr	4competence_read	4contrib_friends	4contrib_fam	4contrib_read	4contrib_apps	4contrib_video	4contrib_audio	4contrib_life	4contrib_edu	4curr_exp_friends	4curr_exp_fam	4curr_exp_read	4curr_exp_apps	4curr_exp_video	4curr_exp_audio	4curr_exp_life	4curr_exp_edu	4foreign_acc	4l1_impr	5langname_dominance	5env_country	5env_fam	5env_eduwrk	5env_other	5curr_tot_exp	5ageof_acq	5ageof_speak	5ageof_read	5ageof_read_fl	5timespent_country	5timespent_fam	5timespent_eduwrk	5timespent_other	5read_choice	5speak_choice	5competence_speak	5competence_compr	5competence_read	5contrib_friends	5contrib_fam	5contrib_read	5contrib_apps	5contrib_video	5contrib_audio	5contrib_life	5contrib_edu	5curr_exp_friends	5curr_exp_fam	5curr_exp_read	5curr_exp_apps	5curr_exp_video	5curr_exp_audio	5curr_exp_life	5curr_exp_edu	5foreign_acc	5l1_impr	6langname_dominance	6env_country	6env_fam	6env_eduwrk	6env_other	6curr_tot_exp	6ageof_acq	6ageof_speak	6ageof_read	6ageof_read_fl	6timespent_country	6timespent_fam	6timespent_eduwrk	6timespent_other	6read_choice	6speak_choice	6competence_speak	6competence_compr	6competence_read	6contrib_friends	6contrib_fam	6contrib_read	6contrib_apps	6contrib_video	6contrib_audio	6contrib_life	6contrib_edu	6curr_exp_friends	6curr_exp_fam	6curr_exp_read	6curr_exp_apps	6curr_exp_video	6curr_exp_audio	6curr_exp_life	6curr_exp_edu	6foreign_acc	6l1_impr	7langname_dominance	7env_country	7env_fam	7env_eduwrk	7env_other	7curr_tot_exp	7ageof_acq	7ageof_speak	7ageof_read	7ageof_read_fl	7timespent_country	7timespent_fam	7timespent_eduwrk	7timespent_other	7read_choice	7speak_choice	7competence_speak	7competence_compr	7competence_read	7contrib_friends	7contrib_fam	7contrib_read	7contrib_apps	7contrib_video	7contrib_audio	7contrib_life	7contrib_edu	7curr_exp_friends	7curr_exp_fam	7curr_exp_read	7curr_exp_apps	7curr_exp_video	7curr_exp_audio	7curr_exp_life	7curr_exp_edu	7foreign_acc	7l1_impr	8langname_dominance	8env_country	8env_fam	8env_eduwrk	8env_other	8curr_tot_exp	8ageof_acq	8ageof_speak	8ageof_read	8ageof_read_fl	8timespent_country	8timespent_fam	8timespent_eduwrk	8timespent_other	8read_choice	8speak_choice	8competence_speak	8competence_compr	8competence_read	8contrib_friends	8contrib_fam	8contrib_read	8contrib_apps	8contrib_video	8contrib_audio	8contrib_life	8contrib_edu	8curr_exp_friends	8curr_exp_fam	8curr_exp_read	8curr_exp_apps	8curr_exp_video	8curr_exp_audio	8curr_exp_life	8curr_exp_edu	8foreign_acc	8l1_impr	9langname_dominance	9env_country	9env_fam	9env_eduwrk	9env_other	9curr_tot_exp	9ageof_acq	9ageof_speak	9ageof_read	9ageof_read_fl	9timespent_country	9timespent_fam	9timespent_eduwrk	9timespent_other	9read_choice	9speak_choice	9competence_speak	9competence_compr	9competence_read	9contrib_friends	9contrib_fam	9contrib_read	9contrib_apps	9contrib_video	9contrib_audio	9contrib_life	9contrib_edu	9curr_exp_friends	9curr_exp_fam	9curr_exp_read	9curr_exp_apps	9curr_exp_video	9curr_exp_audio	9curr_exp_life	9curr_exp_edu	9foreign_acc	9l1_impr	10langname_dominance	10env_country	10env_fam	10env_eduwrk	10env_other	10curr_tot_exp	10ageof_acq	10ageof_speak	10ageof_read	10ageof_read_fl	10timespent_country	10timespent_fam	10timespent_eduwrk	10timespent_other	10read_choice	10speak_choice	10competence_speak	10competence_compr	10competence_read	10contrib_friends	10contrib_fam	10contrib_read	10contrib_apps	10contrib_video	10contrib_audio	10contrib_life	10contrib_edu	10curr_exp_friends	10curr_exp_fam	10curr_exp_read	10curr_exp_apps	10curr_exp_video	10curr_exp_audio	10curr_exp_life	10curr_exp_edu	10foreign_acc	10l1_impr	11langname_dominance	11env_country	11env_fam	11env_eduwrk	11env_other	11curr_tot_exp	11ageof_acq	11ageof_speak	11ageof_read	11ageof_read_fl	11timespent_country	11timespent_fam	11timespent_eduwrk	11timespent_other	11read_choice	11speak_choice	11competence_speak	11competence_compr	11competence_read	11contrib_friends	11contrib_fam	11contrib_read	11contrib_apps	11contrib_video	11contrib_audio	11contrib_life	11contrib_edu	11curr_exp_friends	11curr_exp_fam	11curr_exp_read	11curr_exp_apps	11curr_exp_video	11curr_exp_audio	11curr_exp_life	11curr_exp_edu	11foreign_acc	11l1_impr	12langname_dominance	12env_country	12env_fam	12env_eduwrk	12env_other	12curr_tot_exp	12ageof_acq	12ageof_speak	12ageof_read	12ageof_read_fl	12timespent_country	12timespent_fam	12timespent_eduwrk	12timespent_other	12read_choice	12speak_choice	12competence_speak	12competence_compr	12competence_read	12contrib_friends	12contrib_fam	12contrib_read	12contrib_apps	12contrib_video	12contrib_audio	12contrib_life	12contrib_edu	12curr_exp_friends	12curr_exp_fam	12curr_exp_read	12curr_exp_apps	12curr_exp_video	12curr_exp_audio	12curr_exp_life	12curr_exp_edu	12foreign_acc	12l1_impr	13langname_dominance	13env_country	13env_fam	13env_eduwrk	13env_other	13curr_tot_exp	13ageof_acq	13ageof_speak	13ageof_read	13ageof_read_fl	13timespent_country	13timespent_fam	13timespent_eduwrk	13timespent_other	13read_choice	13speak_choice	13competence_speak	13competence_compr	13competence_read	13contrib_friends	13contrib_fam	13contrib_read	13contrib_apps	13contrib_video	13contrib_audio	13contrib_life	13contrib_edu	13curr_exp_friends	13curr_exp_fam	13curr_exp_read	13curr_exp_apps	13curr_exp_video	13curr_exp_audio	13curr_exp_life	13curr_exp_edu	13foreign_acc	13l1_impr
sub-pp128	26.5	1	m	16	0	0	0	0	francais	100	100	100	100	0	0	60	2.4	7	7.4	9.4	24.4	24	25	n/a	8	8	9	8	5	8	5	8	8	8	9	8	5	8	5	8	8	8	9	0	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-pp107	24.3	2	m	19	0.7	0.7	0.7	0.3	francais	99	0	100	80	90	90	90	4	4	6	8	20.4	n/a	20.4	20	9	10	9	9	n/a	9	n/a	5	5	7	10	10	3	8	8	8	5	9	9	0	10	espagnol	10	1	10	100	0	20	10	1	3	7	8	4	24	1	1	9	9	9	6	10	6	n/a	6	5	n/a	n/a	5	10	6	6	6	9	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-pp050	21.5	2	f	15	0.5	0.3	0.5	0.5	francais	95	70	100	100	100	100	80	2	2	4	4	20.5	21.4	17.4	n/a	10	10	10	10	5	6	n/a	n/a	n/a	n/a	10	10	10	10	n/a	10	10	10	10	1	10	arabe tunisien	0	5	0	30	0	0	20	n/a	n/a	6	n/a	0.9	21.4	n/a	3	2	3	1	10	10	5	7	n/a	n/a	n/a	7	n/a	2	n/a	n/a	n/a	4	n/a	n/a	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-pp171	26.1	3	m	17	0.9	0.9	1	0.8	francais	100	100	80	50	60	50	70	0.7	1	4	5	26	26	26	26	10	10	10	8	8	9	n/a	n/a	n/a	10	9	10	10	10	n/a	10	10	10	10	0	10	anglais	40	0	30	0	20	50	20	7	15	12	15	n/a	n/a	0.4	4	7	8	7	9	n/a	9	n/a	10	9	n/a	6	5	n/a	5	n/a	5	5	n/a	4	5	9	allemand	0	0	0	0	10	6	n/a	12	n/a	n/a	n/a	n/a	n/a	10	10	2	4	2	n/a	n/a	n/a	n/a	n/a	2	n/a	10	n/a	n/a	n/a	1	n/a	1	n/a	6	10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-pp147	27.2	3	f	15	1	1	1	0	francais	99	90	90	100	100	100	100	1.5	3	2.5	6	27	27	27	n/a	10	10	8	9	10	5	n/a	2	n/a	4	9	10	9	10	n/a	9	8	10	10	0	10	espagnol	0	1	0	10	5	0	0	2	n/a	12	n/a	n/a	15	7	n/a	4	5	4	n/a	10	n/a	n/a	n/a	n/a	n/a	8	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a	10	10	anglais	0	0	5	0	0	13	n/a	13	n/a	n/a	n/a	7	n/a	0	0	3	4	3	n/a	n/a	1	n/a	7	7	n/a	7	n/a	n/a	4	n/a	n/a	5	n/a	3	10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
