participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp005	1.0	0.0	2738.0	97
sub-pp005	1.0	0.0	1862.0	63
sub-pp005	1.0	0.0	3393.0	582
sub-pp005	1.0	0.0	2093.0	694
sub-pp005	1.0	0.0	3074.0	7285
sub-pp005	1.0	0.0	4508.0	6439
sub-pp005	1.0	0.0	3069.0	42731
sub-pp005	1.0	0.0	4389.0	75836
sub-pp005	1.0	0.0	5216.0	392487
sub-pp005	1.0	0.0	8427.0	619473
sub-pp005	0.0	1.0	15774.0	4137986
sub-pp005	0.0	1.0	8022.0	6197428
