participant_id	finger-tapping_taps	finger-tapping_corr	finger-tapping_RT	trial_type
sub-pp005	1.0	0.0	301.5	dominant1
sub-pp005	2.0	0.0	411.7999999523163	dominant1
sub-pp005	3.0	0.0	551.7999999523163	dominant1
sub-pp005	4.0	0.0	677.7000000476837	dominant1
sub-pp005	5.0	0.0	806.5999999046326	dominant1
sub-pp005	6.0	0.0	934.7000000476836	dominant1
sub-pp005	7.0	0.0	1061.7000000476835	dominant1
sub-pp005	8.0	0.0	1188.0	dominant1
sub-pp005	9.0	0.0	1317.0	dominant1
sub-pp005	10.0	0.0	1453.7000000476835	dominant1
sub-pp005	11.0	0.0	1580.9000000953674	dominant1
sub-pp005	12.0	0.0	1704.5999999046326	dominant1
sub-pp005	13.0	0.0	1842.7999999523165	dominant1
sub-pp005	14.0	0.0	1973.700000047684	dominant1
sub-pp005	15.0	0.0	2108.7999999523163	dominant1
sub-pp005	16.0	0.0	2220.099999904633	dominant1
sub-pp005	17.0	0.0	2356.0	dominant1
sub-pp005	18.0	0.0	2484.0	dominant1
sub-pp005	19.0	0.0	2611.700000047684	dominant1
sub-pp005	20.0	0.0	2735.7999999523163	dominant1
sub-pp005	21.0	0.0	2874.700000047684	dominant1
sub-pp005	22.0	0.0	2998.599999904633	dominant1
sub-pp005	23.0	0.0	3137.599999904633	dominant1
sub-pp005	24.0	0.0	3252.9000000953674	dominant1
sub-pp005	25.0	0.0	3398.700000047684	dominant1
sub-pp005	26.0	0.0	3549.7999999523163	dominant1
sub-pp005	27.0	0.0	3700.0	dominant1
sub-pp005	28.0	0.0	3841.900000095368	dominant1
sub-pp005	29.0	0.0	3971.0	dominant1
sub-pp005	30.0	0.0	4097.900000095367	dominant1
sub-pp005	31.0	0.0	4231.0	dominant1
sub-pp005	32.0	0.0	4372.0	dominant1
sub-pp005	33.0	0.0	4516.599999904633	dominant1
sub-pp005	34.0	0.0	4670.900000095367	dominant1
sub-pp005	35.0	0.0	4819.599999904633	dominant1
sub-pp005	36.0	0.0	4953.900000095367	dominant1
sub-pp005	37.0	0.0	5082.0	dominant1
sub-pp005	38.0	0.0	5215.799999952316	dominant1
sub-pp005	39.0	0.0	5345.599999904633	dominant1
sub-pp005	40.0	0.0	5472.0	dominant1
sub-pp005	41.0	0.0	5603.900000095367	dominant1
sub-pp005	42.0	0.0	5754.900000095367	dominant1
sub-pp005	43.0	0.0	5862.599999904633	dominant1
sub-pp005	44.0	0.0	5993.900000095367	dominant1
sub-pp005	45.0	0.0	6119.5	dominant1
sub-pp005	46.0	0.0	6257.700000047684	dominant1
sub-pp005	47.0	0.0	6384.900000095367	dominant1
sub-pp005	48.0	0.0	6512.799999952316	dominant1
sub-pp005	49.0	0.0	6635.900000095367	dominant1
sub-pp005	50.0	0.0	6742.900000095367	dominant1
sub-pp005	51.0	0.0	6877.799999952316	dominant1
sub-pp005	52.0	0.0	7026.799999952316	dominant1
sub-pp005	53.0	0.0	7181.0	dominant1
sub-pp005	54.0	0.0	7312.900000095367	dominant1
sub-pp005	55.0	0.0	7465.900000095367	dominant1
sub-pp005	56.0	0.0	7609.900000095367	dominant1
sub-pp005	57.0	0.0	7759.799999952316	dominant1
sub-pp005	58.0	0.0	7899.900000095367	dominant1
sub-pp005	59.0	0.0	8064.0	dominant1
sub-pp005	60.0	0.0	8192.799999952316	dominant1
sub-pp005	61.0	0.0	8342.900000095367	dominant1
sub-pp005	62.0	0.0	8496.0	dominant1
sub-pp005	63.0	0.0	8627.0	dominant1
sub-pp005	64.0	0.0	8781.900000095367	dominant1
sub-pp005	65.0	0.0	8919.900000095367	dominant1
sub-pp005	66.0	0.0	9054.700000047684	dominant1
sub-pp005	67.0	0.0	9201.900000095367	dominant1
sub-pp005	68.0	0.0	9320.900000095367	dominant1
sub-pp005	69.0	0.0	9481.900000095367	dominant1
