participant_id	rtt-sum_corr	rtt-sum_incorr	rtt-sum_RT
sub-pp007	1.0	0.0	1564.4000000953674
sub-pp007	1.0	0.0	1412.0
sub-pp007	1.0	0.0	1032.5
sub-pp007	1.0	0.0	1826.700000047684
sub-pp007	1.0	0.0	1780.0
sub-pp007	1.0	0.0	1061.6000001430511
sub-pp007	1.0	0.0	1479.7000000476835
sub-pp007	1.0	0.0	1597.5
sub-pp007	1.0	0.0	1949.8999998569489
sub-pp007	0.0	1.0	4817.700000047684
sub-pp007	1.0	0.0	1280.2999999523165
sub-pp007	1.0	0.0	1008.3000001907347
sub-pp007	1.0	0.0	1457.0
sub-pp007	1.0	0.0	1331.2000000476835
sub-pp007	1.0	0.0	1229.4000000953674
sub-pp007	1.0	0.0	1593.4000000953674
sub-pp007	1.0	0.0	1337.7000000476835
sub-pp007	1.0	0.0	1309.4000000953674
sub-pp007	1.0	0.0	1599.5
sub-pp007	1.0	0.0	2982.200000047684
sub-pp007	1.0	0.0	1276.2000000476835
sub-pp007	1.0	0.0	1384.5
sub-pp007	1.0	0.0	1964.5999999046328
sub-pp007	1.0	0.0	2308.599999904633
sub-pp007	1.0	0.0	1877.0
sub-pp007	1.0	0.0	1728.3999998569489
sub-pp007	1.0	0.0	1969.5999999046328
sub-pp007	1.0	0.0	1466.9000000953674
sub-pp007	1.0	0.0	3848.0
sub-pp007	1.0	0.0	1482.2000000476835
sub-pp007	1.0	0.0	1458.0
sub-pp007	1.0	0.0	2115.2999999523163
sub-pp007	1.0	0.0	3325.199999809265
sub-pp007	1.0	0.0	1716.9000000953674
sub-pp007	1.0	0.0	1663.3000001907349
sub-pp007	1.0	0.0	1756.7999999523165
sub-pp007	1.0	0.0	3327.0
sub-pp007	1.0	0.0	2556.700000047684
sub-pp007	1.0	0.0	3244.200000047684
sub-pp007	0.0	1.0	4017.049999999989
