participant_id	finger-tapping_taps	finger-tapping_corr	finger-tapping_RT	trial_type
sub-pp007	1.0	0.0	211.0	dominant1
sub-pp007	2.0	0.0	327.0	dominant1
sub-pp007	3.0	0.0	442.0	dominant1
sub-pp007	4.0	0.0	569.0	dominant1
sub-pp007	5.0	0.0	697.0	dominant1
sub-pp007	6.0	0.0	826.0	dominant1
sub-pp007	7.0	0.0	954.0	dominant1
sub-pp007	8.0	0.0	1078.0	dominant1
sub-pp007	9.0	0.0	1206.0	dominant1
sub-pp007	10.0	0.0	1334.0	dominant1
sub-pp007	11.0	0.0	1459.0	dominant1
sub-pp007	12.0	0.0	1582.0	dominant1
sub-pp007	13.0	0.0	1707.0	dominant1
sub-pp007	14.0	0.0	1834.0	dominant1
sub-pp007	15.0	0.0	1969.0	dominant1
sub-pp007	16.0	0.0	2118.0	dominant1
sub-pp007	17.0	0.0	2254.0	dominant1
sub-pp007	18.0	0.0	2383.0	dominant1
sub-pp007	19.0	0.0	2526.0	dominant1
sub-pp007	20.0	0.0	2665.0	dominant1
sub-pp007	21.0	0.0	2808.0	dominant1
sub-pp007	22.0	0.0	2933.0	dominant1
sub-pp007	23.0	0.0	3073.0	dominant1
sub-pp007	24.0	0.0	3210.0	dominant1
sub-pp007	25.0	0.0	3353.0	dominant1
sub-pp007	26.0	0.0	3498.0	dominant1
sub-pp007	27.0	0.0	3629.0	dominant1
sub-pp007	28.0	0.0	3768.0	dominant1
sub-pp007	29.0	0.0	3895.0	dominant1
sub-pp007	30.0	0.0	4025.0	dominant1
sub-pp007	31.0	0.0	4161.0	dominant1
sub-pp007	32.0	0.0	4306.0	dominant1
sub-pp007	33.0	0.0	4438.0	dominant1
sub-pp007	34.0	0.0	4596.0	dominant1
sub-pp007	35.0	0.0	4731.0	dominant1
sub-pp007	36.0	0.0	4869.0	dominant1
sub-pp007	37.0	0.0	5011.0	dominant1
sub-pp007	38.0	0.0	5152.0	dominant1
sub-pp007	39.0	0.0	5284.0	dominant1
sub-pp007	40.0	0.0	5431.0	dominant1
sub-pp007	41.0	0.0	5579.0	dominant1
sub-pp007	42.0	0.0	5710.0	dominant1
sub-pp007	43.0	0.0	5850.0	dominant1
sub-pp007	44.0	0.0	5994.0	dominant1
sub-pp007	45.0	0.0	6139.0	dominant1
sub-pp007	46.0	0.0	6298.0	dominant1
sub-pp007	47.0	0.0	6436.0	dominant1
sub-pp007	48.0	0.0	6578.0	dominant1
sub-pp007	49.0	0.0	6716.0	dominant1
sub-pp007	50.0	0.0	6859.0	dominant1
sub-pp007	51.0	0.0	7013.0	dominant1
sub-pp007	52.0	0.0	7160.0	dominant1
sub-pp007	53.0	0.0	7316.0	dominant1
sub-pp007	54.0	0.0	7467.0	dominant1
sub-pp007	55.0	0.0	7620.0	dominant1
sub-pp007	56.0	0.0	7783.0	dominant1
sub-pp007	57.0	0.0	7926.0	dominant1
sub-pp007	58.0	0.0	8074.0	dominant1
sub-pp007	59.0	0.0	8217.0	dominant1
sub-pp007	60.0	0.0	8367.0	dominant1
sub-pp007	61.0	0.0	8514.0	dominant1
sub-pp007	62.0	0.0	8659.0	dominant1
sub-pp007	63.0	0.0	8805.0	dominant1
sub-pp007	64.0	0.0	8952.0	dominant1
sub-pp007	65.0	0.0	9102.0	dominant1
sub-pp007	66.0	0.0	9247.0	dominant1
sub-pp007	67.0	0.0	9397.0	dominant1
sub-pp007	68.0	0.0	9552.0	dominant1
sub-pp007	69.0	0.0	9711.0	dominant1
sub-pp007	70.0	0.0	9847.0	dominant1
sub-pp007	1.0	0.0	186.0	dominant2
sub-pp007	2.0	0.0	319.0	dominant2
sub-pp007	3.0	0.0	433.0	dominant2
sub-pp007	4.0	0.0	705.0	dominant2
sub-pp007	5.0	0.0	837.0	dominant2
sub-pp007	6.0	0.0	969.0	dominant2
sub-pp007	7.0	0.0	1098.0	dominant2
sub-pp007	8.0	0.0	1231.0	dominant2
sub-pp007	9.0	0.0	1365.0	dominant2
sub-pp007	10.0	0.0	1507.0	dominant2
sub-pp007	11.0	0.0	1638.0	dominant2
sub-pp007	12.0	0.0	1775.0	dominant2
sub-pp007	13.0	0.0	1914.0	dominant2
sub-pp007	14.0	0.0	2065.0	dominant2
sub-pp007	15.0	0.0	2201.0	dominant2
sub-pp007	16.0	0.0	2333.0	dominant2
sub-pp007	17.0	0.0	2468.0	dominant2
sub-pp007	18.0	0.0	2602.0	dominant2
sub-pp007	19.0	0.0	2742.0	dominant2
sub-pp007	20.0	0.0	2892.0	dominant2
sub-pp007	21.0	0.0	3023.0	dominant2
