participant_id	apm_corr	apm_incorr	apm_RT
sub-pp010	1.0	0.0	11386.0
sub-pp010	1.0	0.0	18311.0
sub-pp010	1.0	0.0	27809.0
sub-pp010	0.0	1.0	95231.0
sub-pp010	1.0	0.0	79895.0
sub-pp010	0.0	1.0	21706.0
sub-pp010	0.0	1.0	46215.0
sub-pp010	0.0	1.0	97740.0
sub-pp010	1.0	0.0	151971.0
sub-pp010	1.0	0.0	90190.0
sub-pp010	0.0	1.0	59188.0
sub-pp010	1.0	0.0	121987.0
sub-pp010	1.0	0.0	117533.0
sub-pp010	0.0	1.0	125855.0
sub-pp010	0.0	1.0	127768.0
sub-pp010	0.0	1.0	90038.0
